cell,protein
SK-MEL-28,2314
SK-MEL-28,916
SK-MEL-28,10779
SK-MEL-28,2812
SK-MEL-28,4791
SK-MEL-28,14762
SK-MEL-28,7949
SK-MEL-28,1904
SK-MEL-28,16086
SK-MEL-28,5110
SK-MEL-28,16493
SK-MEL-28,15526
SK-MEL-28,3452
SK-MEL-28,10553
SK-MEL-28,12164
SK-MEL-28,6231
SK-MEL-28,11264
SK-MEL-28,13574
SK-MEL-28,2051
SK-MEL-28,7903
SK-MEL-28,3245
SK-MEL-28,14666
SK-MEL-28,6448
SK-MEL-28,11669
SK-MEL-28,11191
SK-MEL-28,13720
SK-MEL-28,3312
SK-MEL-28,15737
SK-MEL-28,5805
SK-MEL-28,14753
SK-MEL-28,13660
SK-MEL-28,16450
SK-MEL-28,13887
SK-MEL-28,15186
SK-MEL-28,7273
SK-MEL-28,12652
SK-MEL-28,8223
SK-MEL-28,12933
SK-MEL-28,3502
SK-MEL-28,12909
SK-MEL-28,15080
SK-MEL-28,15191
SK-MEL-28,11469
SK-MEL-28,9898
SK-MEL-28,4032
SK-MEL-28,13600
SK-MEL-28,4790
SK-MEL-28,6814
SK-MEL-28,4967
SK-MEL-28,1278
SK-MEL-28,14731
SK-MEL-28,8155
SK-MEL-28,15508
SK-MEL-28,17159
SK-MEL-28,12706
SK-MEL-28,13698
SK-MEL-28,2007
SK-MEL-28,15535
SK-MEL-28,2945
SK-MEL-28,15378
SK-MEL-28,14002
SK-MEL-28,8308
SK-MEL-28,4140
SK-MEL-28,6047
SK-MEL-28,14980
SK-MEL-28,15792
SK-MEL-28,5806
SK-MEL-28,14583
SK-MEL-28,7497
SK-MEL-28,10125
SK-MEL-28,9503
SK-MEL-28,15123
SK-MEL-28,16876
SK-MEL-28,354
SK-MEL-28,3120
SK-MEL-28,10922
SK-MEL-28,4394
SK-MEL-28,13046
SK-MEL-28,10376
SK-MEL-28,8613
SK-MEL-28,15995
SK-MEL-28,864
SK-MEL-28,14758
SK-MEL-28,15149
SK-MEL-28,17015
SK-MEL-28,1458
SK-MEL-28,12126
SK-MEL-28,9639
SK-MEL-28,2362
SK-MEL-28,3461
SK-MEL-28,1579
SK-MEL-28,10665
SK-MEL-28,16646
SK-MEL-28,7038
SK-MEL-28,16081
SK-MEL-28,16278
SK-MEL-28,8238
SK-MEL-28,9811
SK-MEL-28,8236
SK-MEL-28,3186
SK-MEL-28,14775
SK-MEL-28,8241
SK-MEL-28,8555
SK-MEL-28,14523
SK-MEL-28,1333
SK-MEL-28,12501
SK-MEL-28,5493
SK-MEL-28,11044
SK-MEL-28,680
SK-MEL-28,10617
SK-MEL-28,16068
SK-MEL-28,11303
SK-MEL-28,2717
SK-MEL-28,5172
SK-MEL-28,14298
SK-MEL-28,6060
SK-MEL-28,8233
SK-MEL-28,6256
SK-MEL-28,14694
SK-MEL-28,6308
SK-MEL-28,1605
SK-MEL-28,422
SK-MEL-28,14841
SK-MEL-28,10300
SK-MEL-28,10595
SK-MEL-28,1675
SK-MEL-28,4084
SK-MEL-28,15793
SK-MEL-28,2508
SK-MEL-28,853
SK-MEL-28,11857
SK-MEL-28,2420
SK-MEL-28,809
SK-MEL-28,5516
SK-MEL-28,13655
SK-MEL-28,2391
SK-MEL-28,10089
SK-MEL-28,1636
SK-MEL-28,16426
SK-MEL-28,14798
SK-MEL-28,13948
SK-MEL-28,967
SK-MEL-28,8821
SK-MEL-28,15795
SK-MEL-28,15967
SK-MEL-28,13510
SK-MEL-28,11212
SK-MEL-28,4305
SK-MEL-28,4656
SK-MEL-28,11624
SK-MEL-28,5539
SK-MEL-28,15260
SK-MEL-28,8234
SK-MEL-28,6855
SK-MEL-28,16586
SK-MEL-28,5387
SK-MEL-28,14125
SK-MEL-28,14449
SK-MEL-28,13227
SK-MEL-28,11786
SK-MEL-28,16191
SK-MEL-28,8128
SK-MEL-28,8374
SK-MEL-28,16086
SK-MEL-28,12193
SK-MEL-28,16441
SK-MEL-28,6145
SK-MEL-28,15810
SK-MEL-28,15765
SK-MEL-28,14461
SK-MEL-28,7802
SK-MEL-28,15394
SK-MEL-28,16374
SK-MEL-28,6278
SK-MEL-28,10759
SK-MEL-28,14659
SK-MEL-28,15593
SK-MEL-28,1961
SK-MEL-28,625
SK-MEL-28,12852
SK-MEL-28,6423
SK-MEL-28,15229
SK-MEL-28,2604
SK-MEL-28,7937
SK-MEL-28,4076
SK-MEL-28,16472
SK-MEL-28,1993
SK-MEL-28,1021
SK-MEL-28,10210
SK-MEL-28,1181
SK-MEL-28,13532
SK-MEL-28,10289
SK-MEL-28,4950
SK-MEL-28,415
SK-MEL-28,7997
SK-MEL-28,6960
SK-MEL-28,15292
SK-MEL-28,3266
SK-MEL-28,703
SK-MEL-28,2340
SK-MEL-28,2424
SK-MEL-28,16445
SK-MEL-28,9864
SK-MEL-28,12654
SK-MEL-28,15481
SK-MEL-28,12633
SK-MEL-28,795
SK-MEL-28,11633
SK-MEL-28,15369
SK-MEL-28,4858
SK-MEL-28,2947
SK-MEL-28,4700
SK-MEL-28,13425
SK-MEL-28,6554
SK-MEL-28,1068
SK-MEL-28,6335
SK-MEL-28,2636
SK-MEL-28,1338
SK-MEL-28,16166
SK-MEL-28,133
SK-MEL-28,14488
SK-MEL-28,473
SK-MEL-28,12277
SK-MEL-28,1935
SK-MEL-28,15960
SK-MEL-28,7725
SK-MEL-28,4688
SK-MEL-28,5368
SK-MEL-28,84
SK-MEL-28,9597
SK-MEL-28,425
SK-MEL-28,2828
SK-MEL-28,13052
SK-MEL-28,14800
SK-MEL-28,4102
SK-MEL-28,12299
SK-MEL-28,7856
SK-MEL-28,3367
SK-MEL-28,8235
SK-MEL-28,14136
SK-MEL-28,11128
SK-MEL-28,9200
SK-MEL-28,10647
SK-MEL-28,3195
SK-MEL-28,596
SK-MEL-28,4681
SK-MEL-28,15621
SK-MEL-28,11723
SK-MEL-28,6054
SK-MEL-28,4121
SK-MEL-28,6852
SK-MEL-28,237
SK-MEL-28,4467
SK-MEL-28,4891
SK-MEL-28,8106
SK-MEL-28,291
SK-MEL-28,16177
SK-MEL-28,13736
SK-MEL-28,10694
SK-MEL-28,2492
SK-MEL-28,12021
SK-MEL-28,7414
SK-MEL-28,16860
SK-MEL-28,2414
SK-MEL-28,3217
SK-MEL-28,16413
SK-MEL-28,3161
SK-MEL-28,16199
SK-MEL-28,15751
SK-MEL-28,2686
SK-MEL-28,14979
SK-MEL-28,15223
SK-MEL-28,3308
SK-MEL-28,3082
SK-MEL-28,8783
SK-MEL-28,7118
SK-MEL-28,1318
SK-MEL-28,1400
SK-MEL-28,10219
SK-MEL-28,9981
SK-MEL-28,12526
SK-MEL-28,12375
SK-MEL-28,13324
SK-MEL-28,12737
SK-MEL-28,4388
SK-MEL-28,3286
SK-MEL-28,12804
SK-MEL-28,5074
SK-MEL-28,8930
SK-MEL-28,723
SK-MEL-28,15272
SK-MEL-28,12419
SK-MEL-28,15816
SK-MEL-28,2560
SK-MEL-28,10687
SK-MEL-28,5557
SK-MEL-28,9676
SK-MEL-28,12615
SK-MEL-28,513
SK-MEL-28,1233
SK-MEL-28,8992
SK-MEL-28,3820
SK-MEL-28,8099
SK-MEL-28,3058
SK-MEL-28,7670
SK-MEL-28,1049
SK-MEL-28,5673
SK-MEL-28,12621
SK-MEL-28,12544
SK-MEL-28,2280
SK-MEL-28,14718
SK-MEL-28,14601
SK-MEL-28,7666
SK-MEL-28,5558
SK-MEL-28,8724
SK-MEL-28,9093
SK-MEL-28,4304
SK-MEL-28,10465
SK-MEL-28,3302
SK-MEL-28,15739
SK-MEL-28,15850
SK-MEL-28,7517
SK-MEL-28,4186
SK-MEL-28,444
SK-MEL-28,11624
SK-MEL-28,12914
SK-MEL-28,2010
SK-MEL-28,15042
SK-MEL-28,12079
SK-MEL-5,631
SK-MEL-5,320
SK-MEL-5,8229
SK-MEL-5,848
SK-MEL-5,1513
SK-MEL-5,10779
SK-MEL-5,4791
SK-MEL-5,7949
SK-MEL-5,16086
SK-MEL-5,5110
SK-MEL-5,15526
SK-MEL-5,3452
SK-MEL-5,10553
SK-MEL-5,13574
SK-MEL-5,7903
SK-MEL-5,14666
SK-MEL-5,16491
SK-MEL-5,11191
SK-MEL-5,5538
SK-MEL-5,15737
SK-MEL-5,13660
SK-MEL-5,16450
SK-MEL-5,13887
SK-MEL-5,15186
SK-MEL-5,12652
SK-MEL-5,8223
SK-MEL-5,12933
SK-MEL-5,3502
SK-MEL-5,15080
SK-MEL-5,13600
SK-MEL-5,4790
SK-MEL-5,6814
SK-MEL-5,4967
SK-MEL-5,14731
SK-MEL-5,15508
SK-MEL-5,12706
SK-MEL-5,15378
SK-MEL-5,6047
SK-MEL-5,5806
SK-MEL-5,7497
SK-MEL-5,10125
SK-MEL-5,15123
SK-MEL-5,3120
SK-MEL-5,4394
SK-MEL-5,5892
SK-MEL-5,864
SK-MEL-5,14758
SK-MEL-5,15149
SK-MEL-5,12126
SK-MEL-5,9639
SK-MEL-5,10665
SK-MEL-5,16278
SK-MEL-5,8238
SK-MEL-5,3186
SK-MEL-5,14523
SK-MEL-5,1333
SK-MEL-5,5493
SK-MEL-5,10617
SK-MEL-5,16068
SK-MEL-5,6256
SK-MEL-5,6308
SK-MEL-5,1675
SK-MEL-5,15793
SK-MEL-5,853
SK-MEL-5,2420
SK-MEL-5,13655
SK-MEL-5,2391
SK-MEL-5,1587
SK-MEL-5,10089
SK-MEL-5,16426
SK-MEL-5,14798
SK-MEL-5,6979
SK-MEL-5,13948
SK-MEL-5,967
SK-MEL-5,15967
SK-MEL-5,13510
SK-MEL-5,1405
SK-MEL-5,5539
SK-MEL-5,8234
SK-MEL-5,16586
SK-MEL-5,5387
SK-MEL-5,14125
SK-MEL-5,13227
SK-MEL-5,16191
SK-MEL-5,8374
SK-MEL-5,16086
SK-MEL-5,15810
SK-MEL-5,15765
SK-MEL-5,17088
SK-MEL-5,15394
SK-MEL-5,16374
SK-MEL-5,14659
SK-MEL-5,15593
SK-MEL-5,1961
SK-MEL-5,625
SK-MEL-5,6423
SK-MEL-5,15229
SK-MEL-5,16472
SK-MEL-5,1021
SK-MEL-5,10210
SK-MEL-5,10289
SK-MEL-5,6960
SK-MEL-5,15292
SK-MEL-5,12633
SK-MEL-5,11633
SK-MEL-5,6114
SK-MEL-5,4700
SK-MEL-5,13425
SK-MEL-5,6554
SK-MEL-5,6335
SK-MEL-5,1338
SK-MEL-5,16166
SK-MEL-5,14488
SK-MEL-5,12277
SK-MEL-5,7725
SK-MEL-5,14800
SK-MEL-5,7856
SK-MEL-5,8235
SK-MEL-5,9200
SK-MEL-5,15621
SK-MEL-5,6852
SK-MEL-5,237
SK-MEL-5,16177
SK-MEL-5,13736
SK-MEL-5,7414
SK-MEL-5,16860
SK-MEL-5,3217
SK-MEL-5,16413
SK-MEL-5,16199
SK-MEL-5,2644
SK-MEL-5,15223
SK-MEL-5,3308
SK-MEL-5,7118
SK-MEL-5,10219
SK-MEL-5,9981
SK-MEL-5,12526
SK-MEL-5,13324
SK-MEL-5,12737
SK-MEL-5,723
SK-MEL-5,15272
SK-MEL-5,2560
SK-MEL-5,9676
SK-MEL-5,14367
SK-MEL-5,1049
SK-MEL-5,5673
SK-MEL-5,12621
SK-MEL-5,12544
SK-MEL-5,2280
SK-MEL-5,14718
SK-MEL-5,7666
SK-MEL-5,8724
SK-MEL-5,9093
SK-MEL-5,9988
SK-MEL-5,15739
SK-MEL-5,15850
SK-MEL-5,4186
SK-MEL-5,2010
SK-MEL-5,15042
SK-MEL-5,12079
SK-OV-3,4416
SK-OV-3,10771
SK-OV-3,8160
SK-OV-3,17083
SK-OV-3,2419
SK-OV-3,320
SK-OV-3,487
SK-OV-3,2202
SK-OV-3,14608
SK-OV-3,8229
SK-OV-3,15330
SK-OV-3,848
SK-OV-3,9703
SK-OV-3,352
SK-OV-3,15894
SK-OV-3,8563
SK-OV-3,1513
SK-OV-3,2314
SK-OV-3,10779
SK-OV-3,4791
SK-OV-3,9185
SK-OV-3,7949
SK-OV-3,16086
SK-OV-3,5110
SK-OV-3,15526
SK-OV-3,3452
SK-OV-3,7583
SK-OV-3,14382
SK-OV-3,8751
SK-OV-3,12164
SK-OV-3,15853
SK-OV-3,13574
SK-OV-3,7903
SK-OV-3,3245
SK-OV-3,417
SK-OV-3,17088
SK-OV-3,16575
SK-OV-3,11669
SK-OV-3,11191
SK-OV-3,9340
SK-OV-3,15737
SK-OV-3,2905
SK-OV-3,14753
SK-OV-3,13660
SK-OV-3,13887
SK-OV-3,15186
SK-OV-3,7273
SK-OV-3,12652
SK-OV-3,8223
SK-OV-3,3828
SK-OV-3,12933
SK-OV-3,3502
SK-OV-3,15080
SK-OV-3,6334
SK-OV-3,9898
SK-OV-3,9665
SK-OV-3,4032
SK-OV-3,4790
SK-OV-3,6814
SK-OV-3,4967
SK-OV-3,1278
SK-OV-3,5569
SK-OV-3,15508
SK-OV-3,7826
SK-OV-3,12706
SK-OV-3,2007
SK-OV-3,15378
SK-OV-3,14002
SK-OV-3,14773
SK-OV-3,16926
SK-OV-3,4140
SK-OV-3,11123
SK-OV-3,15792
SK-OV-3,5806
SK-OV-3,7497
SK-OV-3,10125
SK-OV-3,15123
SK-OV-3,3120
SK-OV-3,17037
SK-OV-3,4394
SK-OV-3,10376
SK-OV-3,8496
SK-OV-3,864
SK-OV-3,14758
SK-OV-3,449
SK-OV-3,3035
SK-OV-3,17015
SK-OV-3,9165
SK-OV-3,12126
SK-OV-3,10974
SK-OV-3,14732
SK-OV-3,6630
SK-OV-3,9639
SK-OV-3,5219
SK-OV-3,2362
SK-OV-3,3461
SK-OV-3,1579
SK-OV-3,10665
SK-OV-3,15760
SK-OV-3,16081
SK-OV-3,16278
SK-OV-3,8238
SK-OV-3,8236
SK-OV-3,16926
SK-OV-3,6928
SK-OV-3,4302
SK-OV-3,12445
SK-OV-3,1073
SK-OV-3,3186
SK-OV-3,2847
SK-OV-3,14775
SK-OV-3,8241
SK-OV-3,8555
SK-OV-3,12008
SK-OV-3,14523
SK-OV-3,1333
SK-OV-3,5493
SK-OV-3,11044
SK-OV-3,9587
SK-OV-3,10359
SK-OV-3,13026
SK-OV-3,9561
SK-OV-3,10617
SK-OV-3,16068
SK-OV-3,3507
SK-OV-3,17093
SK-OV-3,3337
SK-OV-3,8230
SK-OV-3,8233
SK-OV-3,6256
SK-OV-3,14694
SK-OV-3,6308
SK-OV-3,16926
SK-OV-3,12538
SK-OV-3,1675
SK-OV-3,15793
SK-OV-3,853
SK-OV-3,809
SK-OV-3,13576
SK-OV-3,2391
SK-OV-3,10089
SK-OV-3,11896
SK-OV-3,5555
SK-OV-3,16426
SK-OV-3,1312
SK-OV-3,14798
SK-OV-3,13948
SK-OV-3,967
SK-OV-3,8821
SK-OV-3,15967
SK-OV-3,3133
SK-OV-3,10188
SK-OV-3,11212
SK-OV-3,188
SK-OV-3,5539
SK-OV-3,8234
SK-OV-3,13408
SK-OV-3,10443
SK-OV-3,4841
SK-OV-3,6855
SK-OV-3,12623
SK-OV-3,16586
SK-OV-3,15794
SK-OV-3,5387
SK-OV-3,4803
SK-OV-3,13227
SK-OV-3,16191
SK-OV-3,12118
SK-OV-3,16086
SK-OV-3,12394
SK-OV-3,12193
SK-OV-3,12413
SK-OV-3,11267
SK-OV-3,3341
SK-OV-3,16441
SK-OV-3,6145
SK-OV-3,15810
SK-OV-3,3419
SK-OV-3,15765
SK-OV-3,17088
SK-OV-3,14461
SK-OV-3,15394
SK-OV-3,5069
SK-OV-3,14242
SK-OV-3,16374
SK-OV-3,10759
SK-OV-3,14029
SK-OV-3,15593
SK-OV-3,4797
SK-OV-3,6872
SK-OV-3,6746
SK-OV-3,625
SK-OV-3,6423
SK-OV-3,15229
SK-OV-3,4076
SK-OV-3,16472
SK-OV-3,2174
SK-OV-3,15667
SK-OV-3,1021
SK-OV-3,10210
SK-OV-3,1181
SK-OV-3,10289
SK-OV-3,7679
SK-OV-3,285
SK-OV-3,6960
SK-OV-3,9670
SK-OV-3,15292
SK-OV-3,703
SK-OV-3,2340
SK-OV-3,1664
SK-OV-3,13541
SK-OV-3,15774
SK-OV-3,15481
SK-OV-3,10967
SK-OV-3,11633
SK-OV-3,15369
SK-OV-3,4858
SK-OV-3,4700
SK-OV-3,13425
SK-OV-3,6554
SK-OV-3,6335
SK-OV-3,1338
SK-OV-3,16166
SK-OV-3,14488
SK-OV-3,9938
SK-OV-3,12277
SK-OV-3,1935
SK-OV-3,15960
SK-OV-3,7725
SK-OV-3,11731
SK-OV-3,5368
SK-OV-3,14800
SK-OV-3,12299
SK-OV-3,7856
SK-OV-3,8235
SK-OV-3,6983
SK-OV-3,9671
SK-OV-3,14136
SK-OV-3,17093
SK-OV-3,9200
SK-OV-3,8499
SK-OV-3,3195
SK-OV-3,15621
SK-OV-3,4121
SK-OV-3,4467
SK-OV-3,8106
SK-OV-3,16177
SK-OV-3,13736
SK-OV-3,10605
SK-OV-3,8232
SK-OV-3,10694
SK-OV-3,12021
SK-OV-3,16858
SK-OV-3,7414
SK-OV-3,16860
SK-OV-3,2414
SK-OV-3,3217
SK-OV-3,16413
SK-OV-3,3161
SK-OV-3,16199
SK-OV-3,2068
SK-OV-3,13506
SK-OV-3,14979
SK-OV-3,15223
SK-OV-3,3308
SK-OV-3,10409
SK-OV-3,11662
SK-OV-3,7118
SK-OV-3,11290
SK-OV-3,9700
SK-OV-3,10219
SK-OV-3,9981
SK-OV-3,8838
SK-OV-3,12526
SK-OV-3,12375
SK-OV-3,13324
SK-OV-3,7706
SK-OV-3,12804
SK-OV-3,5074
SK-OV-3,8930
SK-OV-3,723
SK-OV-3,15272
SK-OV-3,12419
SK-OV-3,17088
SK-OV-3,15816
SK-OV-3,2560
SK-OV-3,11016
SK-OV-3,9668
SK-OV-3,9676
SK-OV-3,12615
SK-OV-3,1233
SK-OV-3,7899
SK-OV-3,3820
SK-OV-3,7670
SK-OV-3,6944
SK-OV-3,5673
SK-OV-3,4804
SK-OV-3,12621
SK-OV-3,16926
SK-OV-3,2280
SK-OV-3,14718
SK-OV-3,1474
SK-OV-3,17027
SK-OV-3,7666
SK-OV-3,5558
SK-OV-3,7420
SK-OV-3,10163
SK-OV-3,16170
SK-OV-3,9093
SK-OV-3,4304
SK-OV-3,10465
SK-OV-3,17093
SK-OV-3,15850
SK-OV-3,7517
SK-OV-3,4186
SK-OV-3,11624
SK-OV-3,12914
SK-OV-3,2010
SK-OV-3,14018
SK-OV-3,4357
SK-OV-3,15042
SK-OV-3,4297
SN12C,4306
SN12C,17083
SN12C,10941
SN12C,320
SN12C,487
SN12C,14608
SN12C,8229
SN12C,8581
SN12C,848
SN12C,9703
SN12C,12363
SN12C,9514
SN12C,352
SN12C,8563
SN12C,1513
SN12C,2314
SN12C,916
SN12C,10779
SN12C,4791
SN12C,7949
SN12C,16314
SN12C,1904
SN12C,10291
SN12C,16086
SN12C,5110
SN12C,16493
SN12C,15526
SN12C,3452
SN12C,7583
SN12C,14382
SN12C,8751
SN12C,12164
SN12C,6231
SN12C,15853
SN12C,13574
SN12C,11584
SN12C,7903
SN12C,3245
SN12C,17088
SN12C,6448
SN12C,14761
SN12C,11669
SN12C,11191
SN12C,16819
SN12C,15737
SN12C,5805
SN12C,10748
SN12C,14753
SN12C,13660
SN12C,15186
SN12C,7273
SN12C,12652
SN12C,8223
SN12C,12933
SN12C,3502
SN12C,15080
SN12C,3647
SN12C,13952
SN12C,6477
SN12C,6574
SN12C,9898
SN12C,4032
SN12C,15915
SN12C,4790
SN12C,4967
SN12C,1278
SN12C,2786
SN12C,5569
SN12C,14731
SN12C,15508
SN12C,12706
SN12C,2007
SN12C,15535
SN12C,15378
SN12C,4638
SN12C,14002
SN12C,15807
SN12C,4621
SN12C,15792
SN12C,5806
SN12C,7497
SN12C,10125
SN12C,12433
SN12C,15123
SN12C,3120
SN12C,4394
SN12C,10376
SN12C,8496
SN12C,864
SN12C,14758
SN12C,449
SN12C,728
SN12C,15149
SN12C,17015
SN12C,9273
SN12C,1458
SN12C,12126
SN12C,10974
SN12C,9639
SN12C,5219
SN12C,2362
SN12C,1579
SN12C,15498
SN12C,16688
SN12C,10665
SN12C,14445
SN12C,15760
SN12C,7038
SN12C,16081
SN12C,16278
SN12C,8238
SN12C,15814
SN12C,8236
SN12C,12445
SN12C,3186
SN12C,14775
SN12C,8241
SN12C,10401
SN12C,8555
SN12C,12008
SN12C,14523
SN12C,1333
SN12C,5493
SN12C,11044
SN12C,9587
SN12C,13026
SN12C,10617
SN12C,13270
SN12C,17093
SN12C,5172
SN12C,14298
SN12C,2872
SN12C,3337
SN12C,8230
SN12C,8233
SN12C,14297
SN12C,6256
SN12C,14694
SN12C,6308
SN12C,16926
SN12C,7026
SN12C,5298
SN12C,9892
SN12C,678
SN12C,15793
SN12C,2508
SN12C,853
SN12C,809
SN12C,5516
SN12C,5080
SN12C,15711
SN12C,13540
SN12C,2391
SN12C,9203
SN12C,10089
SN12C,3183
SN12C,5555
SN12C,16426
SN12C,14798
SN12C,13948
SN12C,967
SN12C,14077
SN12C,15967
SN12C,1405
SN12C,11212
SN12C,10413
SN12C,4656
SN12C,5539
SN12C,15260
SN12C,8234
SN12C,688
SN12C,16586
SN12C,4438
SN12C,9552
SN12C,14449
SN12C,5976
SN12C,13227
SN12C,9761
SN12C,16191
SN12C,5290
SN12C,16086
SN12C,12193
SN12C,5419
SN12C,12413
SN12C,3341
SN12C,16441
SN12C,6145
SN12C,15810
SN12C,15765
SN12C,17088
SN12C,14461
SN12C,15394
SN12C,5069
SN12C,14242
SN12C,16374
SN12C,10759
SN12C,14029
SN12C,16643
SN12C,14659
SN12C,15593
SN12C,4797
SN12C,6746
SN12C,625
SN12C,6423
SN12C,15229
SN12C,865
SN12C,16472
SN12C,15667
SN12C,1021
SN12C,10210
SN12C,10289
SN12C,4950
SN12C,12178
SN12C,3530
SN12C,6960
SN12C,15292
SN12C,703
SN12C,2340
SN12C,12654
SN12C,9751
SN12C,15774
SN12C,10967
SN12C,12633
SN12C,11633
SN12C,2214
SN12C,6114
SN12C,17031
SN12C,5641
SN12C,15369
SN12C,3250
SN12C,4700
SN12C,13425
SN12C,6554
SN12C,6335
SN12C,1338
SN12C,16166
SN12C,14488
SN12C,10423
SN12C,473
SN12C,8927
SN12C,12277
SN12C,3768
SN12C,1935
SN12C,15960
SN12C,6150
SN12C,7725
SN12C,11731
SN12C,16629
SN12C,14064
SN12C,5368
SN12C,9597
SN12C,14800
SN12C,12299
SN12C,7856
SN12C,4894
SN12C,3367
SN12C,8235
SN12C,6983
SN12C,17092
SN12C,9671
SN12C,14136
SN12C,11128
SN12C,9200
SN12C,8499
SN12C,3195
SN12C,596
SN12C,15357
SN12C,15621
SN12C,4121
SN12C,4467
SN12C,4891
SN12C,8106
SN12C,16177
SN12C,1185
SN12C,13736
SN12C,8232
SN12C,10694
SN12C,16858
SN12C,7414
SN12C,14204
SN12C,16860
SN12C,2414
SN12C,3217
SN12C,1266
SN12C,7142
SN12C,14187
SN12C,16413
SN12C,16199
SN12C,13506
SN12C,2686
SN12C,30
SN12C,14979
SN12C,15223
SN12C,3308
SN12C,10409
SN12C,11662
SN12C,3082
SN12C,7118
SN12C,9700
SN12C,10219
SN12C,9981
SN12C,8838
SN12C,12526
SN12C,12375
SN12C,13324
SN12C,7706
SN12C,12804
SN12C,5074
SN12C,6584
SN12C,723
SN12C,15272
SN12C,15816
SN12C,5379
SN12C,9676
SN12C,513
SN12C,1233
SN12C,14367
SN12C,7899
SN12C,3820
SN12C,13917
SN12C,7670
SN12C,5673
SN12C,12621
SN12C,12544
SN12C,16926
SN12C,2280
SN12C,14718
SN12C,1474
SN12C,97
SN12C,7666
SN12C,10855
SN12C,6198
SN12C,5558
SN12C,7420
SN12C,9537
SN12C,16170
SN12C,9093
SN12C,9988
SN12C,4304
SN12C,10465
SN12C,15850
SN12C,7517
SN12C,4186
SN12C,11624
SN12C,2010
SN12C,14018
SN12C,4357
SN12C,15042
SN12C,12079
SNB-19,4306
SNB-19,8160
SNB-19,9615
SNB-19,2419
SNB-19,320
SNB-19,1129
SNB-19,203
SNB-19,14608
SNB-19,8229
SNB-19,8581
SNB-19,848
SNB-19,8563
SNB-19,1513
SNB-19,916
SNB-19,10779
SNB-19,2812
SNB-19,4791
SNB-19,7949
SNB-19,3416
SNB-19,4836
SNB-19,1904
SNB-19,16086
SNB-19,5110
SNB-19,15526
SNB-19,7583
SNB-19,10553
SNB-19,9446
SNB-19,12164
SNB-19,6231
SNB-19,6128
SNB-19,13574
SNB-19,7903
SNB-19,3245
SNB-19,14666
SNB-19,6448
SNB-19,11669
SNB-19,11081
SNB-19,11191
SNB-19,6953
SNB-19,5805
SNB-19,9961
SNB-19,2905
SNB-19,14753
SNB-19,13660
SNB-19,16358
SNB-19,13887
SNB-19,15186
SNB-19,7273
SNB-19,12652
SNB-19,8223
SNB-19,3502
SNB-19,15080
SNB-19,3647
SNB-19,13952
SNB-19,482
SNB-19,11469
SNB-19,9898
SNB-19,588
SNB-19,4790
SNB-19,6814
SNB-19,4967
SNB-19,1278
SNB-19,15508
SNB-19,5341
SNB-19,682
SNB-19,12706
SNB-19,13698
SNB-19,15535
SNB-19,15378
SNB-19,4140
SNB-19,13584
SNB-19,8214
SNB-19,15300
SNB-19,1227
SNB-19,14980
SNB-19,15792
SNB-19,430
SNB-19,7497
SNB-19,10125
SNB-19,15123
SNB-19,16876
SNB-19,3120
SNB-19,10376
SNB-19,6084
SNB-19,864
SNB-19,14758
SNB-19,9273
SNB-19,12126
SNB-19,14732
SNB-19,9639
SNB-19,1579
SNB-19,13632
SNB-19,1289
SNB-19,10665
SNB-19,11423
SNB-19,10285
SNB-19,7038
SNB-19,13904
SNB-19,3754
SNB-19,16081
SNB-19,16278
SNB-19,8238
SNB-19,9811
SNB-19,8236
SNB-19,4302
SNB-19,1073
SNB-19,9634
SNB-19,3186
SNB-19,14775
SNB-19,8609
SNB-19,8241
SNB-19,10401
SNB-19,8555
SNB-19,14523
SNB-19,1333
SNB-19,5493
SNB-19,11044
SNB-19,9561
SNB-19,10617
SNB-19,16068
SNB-19,5172
SNB-19,14298
SNB-19,6556
SNB-19,2872
SNB-19,9620
SNB-19,6060
SNB-19,3337
SNB-19,8233
SNB-19,6256
SNB-19,13168
SNB-19,5383
SNB-19,14694
SNB-19,6308
SNB-19,854
SNB-19,296
SNB-19,12538
SNB-19,614
SNB-19,10595
SNB-19,1675
SNB-19,4084
SNB-19,15793
SNB-19,2508
SNB-19,853
SNB-19,10679
SNB-19,2420
SNB-19,13576
SNB-19,13301
SNB-19,2391
SNB-19,1587
SNB-19,10089
SNB-19,5555
SNB-19,16426
SNB-19,14798
SNB-19,13948
SNB-19,967
SNB-19,5557
SNB-19,5249
SNB-19,15967
SNB-19,1405
SNB-19,4301
SNB-19,15458
SNB-19,11624
SNB-19,1209
SNB-19,5539
SNB-19,8234
SNB-19,10443
SNB-19,6855
SNB-19,1618
SNB-19,16586
SNB-19,5387
SNB-19,14449
SNB-19,13227
SNB-19,16191
SNB-19,5290
SNB-19,1588
SNB-19,16086
SNB-19,12193
SNB-19,11267
SNB-19,12704
SNB-19,3341
SNB-19,16441
SNB-19,6145
SNB-19,15810
SNB-19,15765
SNB-19,14356
SNB-19,17088
SNB-19,14461
SNB-19,7802
SNB-19,15394
SNB-19,13481
SNB-19,16374
SNB-19,14029
SNB-19,6473
SNB-19,16643
SNB-19,14659
SNB-19,15593
SNB-19,625
SNB-19,6423
SNB-19,9920
SNB-19,5150
SNB-19,15229
SNB-19,2437
SNB-19,11154
SNB-19,12427
SNB-19,1021
SNB-19,10210
SNB-19,1181
SNB-19,10289
SNB-19,992
